epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,861.623,0.91786,0.50909,1.23673,0.93941,0.98901,0.98158,0.69219,0.95831,0.3988,1.23918,0.000209073,0.000209073,0.000209073
82,872.176,0.8976,0.50291,1.2302,0.94707,0.98311,0.98308,0.69577,0.93924,0.40687,1.24033,0.00019119,0.00019119,0.00019119
83,882.787,0.8984,0.50486,1.22178,0.94277,0.98901,0.98166,0.6873,0.93835,0.40556,1.23625,0.000174115,0.000174115,0.000174115
84,893.329,0.90978,0.50965,1.22223,0.94694,0.98352,0.98226,0.68627,0.95488,0.39779,1.23929,0.000157865,0.000157865,0.000157865
85,903.858,0.89207,0.4933,1.21102,0.95234,0.98814,0.98022,0.69116,0.95429,0.39935,1.23907,0.000142456,0.000142456,0.000142456
86,914.387,0.90419,0.51067,1.21722,0.93761,0.99083,0.98186,0.69188,0.94238,0.39689,1.23415,0.000127904,0.000127904,0.000127904
87,924.92,0.90588,0.50696,1.22111,0.93761,0.99081,0.97992,0.68511,0.95305,0.40248,1.23541,0.000114221,0.000114221,0.000114221
88,935.471,0.89453,0.49575,1.22207,0.93617,0.98901,0.98105,0.69094,0.94794,0.39975,1.23729,0.000101423,0.000101423,0.000101423
89,946.033,0.89161,0.49678,1.2252,0.93782,0.98352,0.98268,0.6979,0.93996,0.39831,1.23016,8.95213e-05,8.95213e-05,8.95213e-05
90,956.648,0.89814,0.50247,1.22445,0.93733,0.98608,0.98216,0.69451,0.93241,0.40189,1.23029,7.8528e-05,7.8528e-05,7.8528e-05
91,967.208,0.88054,0.49643,1.21264,0.92765,0.99451,0.98238,0.69013,0.95289,0.40189,1.23543,6.8454e-05,6.8454e-05,6.8454e-05
92,977.806,0.89128,0.48526,1.22591,0.93165,0.99451,0.98258,0.69549,0.94122,0.39954,1.23118,5.93093e-05,5.93093e-05,5.93093e-05
93,989.022,0.75798,0.37593,1.14364,0.93656,0.98901,0.98186,0.69337,0.94135,0.40555,1.22643,5.11027e-05,5.11027e-05,5.11027e-05
94,999.312,0.76839,0.37351,1.14712,0.93735,0.98649,0.98276,0.69434,0.95685,0.40297,1.23464,4.38424e-05,4.38424e-05,4.38424e-05
95,1009.54,0.74807,0.36124,1.13461,0.9376,0.99066,0.98256,0.69296,0.9461,0.39916,1.23151,3.75356e-05,3.75356e-05,3.75356e-05
96,1019.97,0.75817,0.36907,1.15212,0.94113,0.98901,0.98211,0.70001,0.94286,0.39426,1.23209,3.21885e-05,3.21885e-05,3.21885e-05
97,1030.23,0.74699,0.36665,1.13891,0.94707,0.98317,0.98166,0.69817,0.94119,0.39257,1.23147,2.78064e-05,2.78064e-05,2.78064e-05
98,1040.58,0.76,0.36467,1.13777,0.93329,0.98901,0.98271,0.69665,0.94388,0.39426,1.23133,2.43937e-05,2.43937e-05,2.43937e-05
99,1050.86,0.74886,0.36358,1.14564,0.93274,0.99056,0.98195,0.69166,0.94528,0.39485,1.23278,2.19535e-05,2.19535e-05,2.19535e-05
100,1061.19,0.7428,0.36319,1.14263,0.94569,0.98901,0.98247,0.69455,0.9508,0.39556,1.2335,2.04885e-05,2.04885e-05,2.04885e-05
